주차,아이템대분류,중분류,소분류,판매량,판매액,정상가환원매출,할인율(%)
200806,패션잡화,패브릭잡화,목도리(머플러),370,4567212,9034000,49.4
200807,바지류,바지,다이마루바지,9094,242258974,265733200,8.8
200807,바지류,바지,반바지,46,2429600,2190800,-10.9
200807,바지류,바지,변형바지,5080,171893424,249712400,31.2
200807,바지류,청바지,청바지,12958,489805487,681978400,28.2
200807,셔츠류,남방,나시,20,416000,416000,0.0
200807,셔츠류,남방,무지 셔츠,129,1394100,3148200,55.7
200807,셔츠류,남방,변형 셔츠,2440,87871700,89514000,1.8
200807,셔츠류,남방,스트라이프,287,3933600,8898600,55.8
200807,셔츠류,남방,체크,2224,46140718,70567200,34.6
200807,스웨터류,스웨터,기본스웨터,4144,90098554,154727200,41.8
200807,스웨터류,스웨터,풀오버스웨터,3529,117581600,170874200,31.2
200807,스웨터류,스웨터가디건,가디건,5044,190384852,297480000,36.0
200807,스웨터류,스웨터조끼,조끼,9,180000,322200,44.1
200807,신발,캔버스화,운동화,204,2406400,6599200,63.5
200807,액세서리,액세서리 기타,"와펜,브로찌류",21,411800,411800,0.0
200807,외의류,점퍼,다운점퍼,1251,57445000,120264000,52.2
200807,외의류,점퍼,일반점퍼,4729,347913426,401347000,13.3
200807,외의류,점퍼,패딩점퍼,2398,118039409,248778400,52.6
200807,외의류,코트,모직코트,224,12160200,29846800,59.3
200807,치마류,스커트,다이마루스커트,402,9607708,12839600,25.2
200807,치마류,스커트,데님스커트,294,12781200,12781200,0.0
200807,치마류,스커트,스커트짧은형,1218,30024012,52628400,43.0
200807,치마류,스커트,우븐스커트,142,4647200,5871600,20.9
200807,치마류,원피스,원피스(니트),1012,23067608,42077600,45.2
200807,티셔츠류,긴팔티셔츠,무지긴팔티,4331,51618000,54830800,5.9
200807,티셔츠류,긴팔티셔츠,변형긴팔티,16190,306107714,412834000,25.9
200807,티셔츠류,긴팔티셔츠,스트라이프긴팔티,795,26481000,26481000,0.0
200807,티셔츠류,나시형티셔츠,민소매티,11111,155390676,179508800,13.4
200807,티셔츠류,런닝형티셔츠,무지반팔티,6528,53257200,54463200,2.2
200807,티셔츠류,런닝형티셔츠,변형반팔티,8951,136643985,180823800,24.4
200807,티셔츠류,런닝형티셔츠,전사반팔티,49770,670502894,882136000,24.0
200807,티셔츠류,맨투맨,맨투맨변형,52879,2030416628,2263540200,10.3
200807,티셔츠류,반팔티셔츠,무지폴로티,675,10165500,18435000,44.9
200807,티셔츠류,반팔티셔츠,변형폴로티,1376,26940800,44500800,39.5
200807,패션잡화,가방,가방,253,12463800,12729400,2.1
200807,패션잡화,모자,모자,1352,23392502,24309600,3.8
200807,패션잡화,벨트,벨트,609,15573200,15870200,1.9
200807,패션잡화,양말,양말,1225,10076600,10173800,1.0
200807,패션잡화,장갑,장갑,110,943400,2186000,56.8
200807,패션잡화,패브릭잡화,목도리(머플러),340,4000104,7728000,48.2
200808,바지류,바지,다이마루바지,11921,281209520,335785800,16.3
200808,바지류,바지,마바지,47,141000,670600,79.0
200808,바지류,바지,반바지,79,3405000,3734200,8.8
200808,바지류,바지,변형바지,4512,162210618,223945600,27.6
200808,바지류,청바지,청바지,17345,610472978,879361000,30.6
200808,셔츠류,남방,나시,7,233400,208600,-11.9
200808,셔츠류,남방,무지 셔츠,474,5495400,12001200,54.2
200808,셔츠류,남방,변형 셔츠,2259,80757903,84132200,4.0
200808,셔츠류,남방,스트라이프,372,4958706,11133600,55.5
200808,셔츠류,남방,체크,3969,74315100,118730200,37.4
200808,스웨터류,스웨터,기본스웨터,1343,41643836,55491400,25.0
200808,스웨터류,스웨터,풀오버스웨터,3141,100964404,141843800,28.8
200808,스웨터류,스웨터가디건,가디건,3197,124328922,165014600,24.7
200808,스웨터류,스웨터조끼,조끼,-9,-180000,-322200,44.1
200808,신발,슬리퍼,슬리퍼(신발류),10,209000,298000,29.9
200808,신발,캔버스화,운동화,936,12816400,28732800,55.4
200808,액세서리,액세서리 기타,"와펜,브로찌류",17,336600,336600,0.0
200808,여성언더웨어,여성런닝,여성런닝,12,36000,153600,76.6
200808,여성언더웨어,여성팬티,삼각팬티,120,360000,936000,61.5
200808,외의류,점퍼,"가죽점퍼,무스탕",-18,-702000,-2844000,75.3
200808,외의류,점퍼,다운점퍼,314,14912000,30335600,50.8
200808,외의류,점퍼,일반점퍼,5131,362318724,430083200,15.8
200808,외의류,점퍼,패딩점퍼,900,46110800,96336400,52.1
200808,외의류,코트,모직코트,154,8676800,20554800,57.8
200808,치마류,스커트,다이마루스커트,192,6343004,6245600,-1.6
200808,치마류,스커트,데님스커트,476,20264800,20264800,0.0
200808,치마류,스커트,스커트짧은형,696,21080204,30928800,31.8
200808,치마류,스커트,우븐스커트,172,4348802,7105600,38.8
200808,치마류,원피스,우븐나시원피스,0,0,0,
200808,치마류,원피스,원피스(니트),1038,23200204,43216400,46.3
200808,티셔츠류,긴팔티셔츠,무지긴팔티,6616,61765800,82959800,25.5
200808,티셔츠류,긴팔티셔츠,변형긴팔티,18815,306917721,472763000,35.1
200808,티셔츠류,긴팔티셔츠,스트라이프긴팔티,818,26986400,26986400,0.0
200808,티셔츠류,나시형티셔츠,민소매티,13397,173086376,208647600,17.0
200808,티셔츠류,런닝형티셔츠,무지반팔티,8760,71778400,74464000,3.6
200808,티셔츠류,런닝형티셔츠,변형반팔티,14045,188595410,284028000,33.6
200808,티셔츠류,런닝형티셔츠,전사반팔티,52818,703386048,926353400,24.1
200808,티셔츠류,맨투맨,맨투맨변형,58631,2321443529,2501039800,7.2
200808,티셔츠류,반팔티셔츠,무지폴로티,2666,42448900,47372800,10.4
200808,티셔츠류,반팔티셔츠,변형폴로티,2572,61973800,72347600,14.3
200808,패션잡화,가방,가방,326,16197400,16748800,3.3
200808,패션잡화,모자,모자,1163,20517100,21163400,3.1
200808,패션잡화,벨트,벨트,740,18020800,18962000,5.0
200808,패션잡화,양말,양말,1397,10878800,10898600,0.2
200808,패션잡화,"우비,우산",우산,1,7000,9800,28.6
200808,패션잡화,장갑,장갑,34,328000,721200,54.5
200808,패션잡화,패브릭잡화,목도리(머플러),75,796500,1531000,48.0
200809,바지류,바지,다이마루바지,11805,285295988,330045000,13.6
200809,바지류,바지,마바지,92,276000,1255600,78.0
200809,바지류,바지,반바지,336,5067200,7196800,29.6
200809,바지류,바지,변형바지,5574,212910506,273774000,22.2
200809,바지류,청바지,청바지,19979,724231102,1049094200,31.0
200809,셔츠류,남방,무지 셔츠,189,1955400,4504200,56.6
200809,셔츠류,남방,변형 셔츠,4366,131624300,151340800,13.0
200809,셔츠류,남방,스트라이프,361,5843700,10815800,46.0
200809,셔츠류,남방,체크,5798,108539906,175354400,38.1
200809,스웨터류,스웨터,기본스웨터,1767,44706018,61970600,27.9
200809,스웨터류,스웨터,풀오버스웨터,3179,98297600,138086200,28.8
200809,스웨터류,스웨터가디건,가디건,3700,161835312,212094600,23.7
200809,스웨터류,스웨터조끼,조끼,9,180000,322200,44.1
200809,스포츠웨어류,수영복,수영복,10,179800,458000,60.7
200809,신발,캔버스화,운동화,210,2625200,5558000,52.8
200809,액세서리,액세서리 기타,"와펜,브로찌류",22,428600,428600,0.0
200809,여성언더웨어,여성런닝,여성런닝,18,54000,230400,76.6
200809,여성언더웨어,여성팬티,삼각팬티,436,1308000,3400800,61.5
200809,외의류,점퍼,다운점퍼,328,13278000,27886000,52.4
200809,외의류,점퍼,일반점퍼,5355,392551962,453144000,13.4
200809,외의류,점퍼,패딩점퍼,405,20930106,41685000,49.8
200809,외의류,코트,모직코트,65,3428600,8256000,58.5
200809,치마류,스커트,다이마루스커트,354,8018604,10785200,25.7
200809,치마류,스커트,데님스커트,604,25919200,25919200,0.0
200809,치마류,스커트,스커트짧은형,870,27770004,38566000,28.0
200809,치마류,스커트,우븐스커트,108,2209200,4418400,50.0
200809,치마류,원피스,우븐나시원피스,-4,-80000,-159200,49.7
200809,치마류,원피스,원피스(니트),738,17268812,29436400,41.3
200809,티셔츠류,긴팔티셔츠,무지긴팔티,12178,107141800,155329400,31.0
200809,티셔츠류,긴팔티셔츠,변형긴팔티,20351,329207635,503711800,34.6
200809,티셔츠류,긴팔티셔츠,스트라이프긴팔티,1235,41123000,41123000,0.0
200809,티셔츠류,나시형티셔츠,민소매티,20592,240126784,314126600,23.6
200809,티셔츠류,런닝형티셔츠,무지반팔티,10326,85324400,87776000,2.8
200809,티셔츠류,런닝형티셔츠,변형반팔티,14376,210455069,289094800,27.2
200809,티셔츠류,런닝형티셔츠,전사반팔티,68626,935117819,1216579800,23.1
200809,티셔츠류,맨투맨,맨투맨변형,67310,2737038251,2881048000,5.0
200809,티셔츠류,반팔티셔츠,무지폴로티,4705,73947500,80429000,8.1
200809,티셔츠류,반팔티셔츠,변형폴로티,3427,84732500,95406600,11.2
200809,패션잡화,가방,가방,420,21423600,21948000,2.4
200809,패션잡화,모자,모자,1392,24892000,25333600,1.7
200809,패션잡화,벨트,벨트,739,18943500,19146200,1.1
200809,패션잡화,양말,양말,1717,14217600,14217600,0.0
200809,패션잡화,장갑,장갑,8,56000,126400,55.7
200809,패션잡화,패브릭잡화,목도리(머플러),128,1544900,2948400,47.6
200810,바지류,바지,다이마루바지,11451,273427301,311653800,12.3
200810,바지류,바지,마바지,45,135000,657000,79.5
200810,바지류,바지,반바지,123,4652100,5501400,15.4
200810,바지류,바지,변형바지,4586,197598602,229388000,13.9
200810,바지류,청바지,청바지,13058,544096008,734318400,25.9
200810,셔츠류,남방,나시,36,540000,928800,41.9
200810,셔츠류,남방,무지 셔츠,78,944700,2024400,53.3
200810,셔츠류,남방,변형 셔츠,3637,127137106,132728600,4.2
200810,셔츠류,남방,스트라이프,323,5158900,8749400,41.0
200810,셔츠류,남방,체크,2302,56163500,74141600,24.2
200810,스웨터류,스웨터,기본스웨터,1046,31405900,37032800,15.2
200810,스웨터류,스웨터,풀오버스웨터,2227,81840000,100050600,18.2
200810,스웨터류,스웨터가디건,가디건,3199,147910610,188055200,21.3
200810,스웨터류,스웨터조끼,조끼,27,540000,966600,44.1
200810,스포츠웨어류,수영복,수영복,6,90000,278800,67.7
200810,신발,슬리퍼,슬리퍼(신발류),0,0,0,
200810,신발,캔버스화,운동화,-260,-2294800,-4188000,45.2
200810,액세서리,액세서리 기타,"와펜,브로찌류",30,594000,594000,0.0
200810,여성언더웨어,여성팬티,삼각팬티,334,1002000,2605200,61.5
200810,외의류,점퍼,다운점퍼,-12,-300000,-1112800,73.0
200810,외의류,점퍼,일반점퍼,5670,415829200,460958000,9.8
200810,외의류,점퍼,패딩점퍼,229,9981500,22609800,55.9
200810,외의류,코트,모직코트,0,-748000,-53200,-1306.0
200810,치마류,스커트,다이마루스커트,331,9634400,11271800,14.5
200810,치마류,스커트,데님스커트,744,32371200,32371200,0.0
200810,치마류,스커트,스커트짧은형,514,18174404,22777200,20.2
200810,치마류,스커트,우븐스커트,102,2099816,4199600,50.0
200810,치마류,원피스,우븐나시원피스,6,209400,418800,50.0
200810,치마류,원피스,원피스(니트),470,12349408,20122000,38.6
200810,티셔츠류,긴팔티셔츠,무지긴팔티,10704,94998400,136171200,30.2
200810,티셔츠류,긴팔티셔츠,변형긴팔티,15551,307287227,395929800,22.4
200810,티셔츠류,긴팔티셔츠,스트라이프긴팔티,1171,39395800,39395800,0.0
200810,티셔츠류,나시형티셔츠,민소매티,24125,257688748,364484000,29.3
200810,티셔츠류,런닝형티셔츠,무지반팔티,10732,87490400,90836000,3.7
200810,티셔츠류,런닝형티셔츠,변형반팔티,11609,183904965,235124200,21.8
200810,티셔츠류,런닝형티셔츠,전사반팔티,59687,904487690,1082983600,16.5
200810,티셔츠류,맨투맨,맨투맨변형,55898,2340100312,2438636400,4.0
200810,티셔츠류,반팔티셔츠,무지폴로티,4697,74715800,79042600,5.5
200810,티셔츠류,반팔티셔츠,변형폴로티,2784,68920800,77415200,11.0
200810,패션잡화,가방,가방,326,17079400,17534800,2.6
200810,패션잡화,모자,모자,1197,20970200,21408600,2.0
200810,패션잡화,벨트,벨트,764,20448500,21047200,2.8
200810,패션잡화,양말,양말,1461,12608200,12615400,0.1
200810,패션잡화,패브릭잡화,목도리(머플러),44,606800,931200,34.8
200811,바지류,바지,다이마루바지,10438,273257219,296352400,7.8
200811,바지류,바지,반바지,798,36000000,36260400,0.7
200811,바지류,바지,변형바지,5344,231785300,270881400,14.4
200811,바지류,청바지,청바지,13646,568016010,766390800,25.9
200811,셔츠류,남방,나시,-42,-1251600,-1251600,0.0
200811,셔츠류,남방,무지 셔츠,128,1489500,3254400,54.2
200811,셔츠류,남방,변형 셔츠,4757,169980703,175052600,2.9
200811,셔츠류,남방,스트라이프,138,709200,5198400,86.4
200811,셔츠류,남방,체크,3036,75674800,98108800,22.9
200811,스웨터류,스웨터,기본스웨터,842,24825800,28479600,12.8
200811,스웨터류,스웨터,풀오버스웨터,2273,84702800,100223400,15.5
200811,스웨터류,스웨터가디건,가디건,3158,145088700,175730000,17.4
200811,스포츠웨어류,수영복,수영복,38,699000,1832400,61.9
200811,신발,캔버스화,운동화,144,1591200,3731200,57.4
200811,액세서리,액세서리 기타,"와펜,브로찌류",17,326800,332600,1.7
200811,여성언더웨어,여성팬티,삼각팬티,69,207000,538200,61.5
200811,외의류,점퍼,다운점퍼,-22,-1466000,-2932000,50.0
200811,외의류,점퍼,일반점퍼,6805,477411500,524677400,9.0
200811,외의류,점퍼,패딩점퍼,146,8067800,16028800,49.7
200811,외의류,코트,모직코트,3,85600,206800,58.6
200811,치마류,스커트,다이마루스커트,300,8011604,9656000,17.0
200811,치마류,스커트,데님스커트,748,33330400,33330400,0.0
200811,치마류,스커트,스커트짧은형,660,24598204,29324000,16.1
200811,치마류,스커트,우븐스커트,224,4607650,9215200,50.0
200811,치마류,원피스,원피스(니트),584,14252000,24683200,42.3
200811,티셔츠류,긴팔티셔츠,무지긴팔티,10716,98417400,136111800,27.7
200811,티셔츠류,긴팔티셔츠,변형긴팔티,16329,362474276,432204200,16.1
200811,티셔츠류,긴팔티셔츠,스트라이프긴팔티,917,30026600,30026600,0.0
200811,티셔츠류,나시형티셔츠,민소매티,31154,335608986,470389200,28.7
200811,티셔츠류,런닝형티셔츠,무지반팔티,11134,90865200,94069600,3.4
200811,티셔츠류,런닝형티셔츠,변형반팔티,17776,286129225,350803800,18.4
200811,티셔츠류,런닝형티셔츠,전사반팔티,68926,1077396330,1248675800,13.7
200811,티셔츠류,맨투맨,맨투맨변형,61175,2442239372,2695231000,9.4
200811,티셔츠류,반팔티셔츠,무지폴로티,7013,110501200,113325400,2.5
200811,티셔츠류,반팔티셔츠,변형폴로티,3480,88577800,94504000,6.3
200811,패션잡화,가방,가방,264,14263600,14393200,0.9
200811,패션잡화,모자,모자,1250,21881700,22136000,1.1
200811,패션잡화,벨트,벨트,786,22127500,22192800,0.3
200811,패션잡화,양말,양말,1745,15095000,15095000,0.0
200811,패션잡화,"우비,우산",우산,1,5000,19800,74.7
200811,패션잡화,장갑,장갑,-8,-56000,-126400,55.7
200811,패션잡화,패브릭잡화,목도리(머플러),48,594300,1010400,41.2
200812,바지류,바지,다이마루바지,9275,231056829,257111000,10.1
200812,바지류,바지,마바지,-24,-72000,-379200,81.0
200812,바지류,바지,반바지,4998,107579800,110272400,2.4
200812,바지류,바지,변형바지,5050,227312500,257146200,11.6
200812,바지류,청바지,청바지,8258,454105489,540294400,16.0
200812,셔츠류,남방,나시,6,89400,178800,50.0
200812,셔츠류,남방,무지 셔츠,216,1970700,4828800,59.2
200812,셔츠류,남방,변형 셔츠,4287,157266500,161694600,2.7
200812,셔츠류,남방,스트라이프,241,5066800,6839800,25.9
200812,셔츠류,남방,체크,2274,54683300,72203200,24.3
200812,스웨터류,스웨터,기본스웨터,477,19474400,20436600,4.7
200812,스웨터류,스웨터,풀오버스웨터,1649,57163509,69346200,17.6
200812,스웨터류,스웨터가디건,가디건,1967,101454200,110213600,7.9
200812,스포츠웨어류,수영복,수영복,18,458600,1036400,55.8
200812,신발,캔버스화,운동화,164,1787600,3967200,54.9
200812,실내복,라운지웨어,여성라운지세트,0,-252800,0,
200812,액세서리,액세서리 기타,"와펜,브로찌류",16,316800,316800,0.0
200812,여성언더웨어,여성팬티,삼각팬티,-8,-24000,-62400,61.5
200812,외의류,점퍼,"가죽점퍼,무스탕",9,384000,1235400,68.9
200812,외의류,점퍼,다운점퍼,23,-411000,204400,301.1
200812,외의류,점퍼,일반점퍼,5168,336621100,392471600,14.2
200812,외의류,점퍼,패딩점퍼,51,2508900,4979400,49.6
200812,외의류,코트,모직코트,-106,-3054000,-8426800,63.8
200812,치마류,스커트,다이마루스커트,404,12192000,12703200,4.0
200812,치마류,스커트,데님스커트,694,31101200,31101200,0.0
200812,치마류,스커트,스커트짧은형,269,14316612,13694200,-4.5
200812,치마류,스커트,우븐스커트,254,5194642,10389200,50.0
200812,치마류,원피스,우븐나시원피스,20,482800,996000,51.5
200812,치마류,원피스,원피스(니트),334,9572800,13713200,30.2
200812,티셔츠류,긴팔티셔츠,무지긴팔티,9032,90870400,114262600,20.5
200812,티셔츠류,긴팔티셔츠,변형긴팔티,14443,325189472,379539400,14.3
200812,티셔츠류,긴팔티셔츠,스트라이프긴팔티,1070,35306000,35306000,0.0
200812,티셔츠류,나시형티셔츠,민소매티,32077,347270603,479514600,27.6
200812,티셔츠류,런닝형티셔츠,무지반팔티,10674,88490800,92742800,4.6
200812,티셔츠류,런닝형티셔츠,변형반팔티,29373,405567804,571874400,29.1
200812,티셔츠류,런닝형티셔츠,전사반팔티,118258,1783867872,2148376400,17.0
200812,티셔츠류,맨투맨,가디건(다이마루),1,5000,25800,80.6
200812,티셔츠류,맨투맨,맨투맨무지,40,360000,1032000,65.1
200812,티셔츠류,맨투맨,맨투맨변형,47773,1757391206,2109067400,16.7
200812,티셔츠류,반팔티셔츠,무지폴로티,9735,146735800,151974000,3.4
200812,티셔츠류,반팔티셔츠,변형폴로티,3909,100403400,105016200,4.4
200812,패션잡화,가방,가방,915,24263400,24469000,0.8
200812,패션잡화,모자,모자,1219,21319900,21442200,0.6
200812,패션잡화,벨트,벨트,614,17335400,17840200,2.8
200812,패션잡화,양말,양말,1885,17091600,17104200,0.1
200812,패션잡화,"우비,우산",우산,1,7000,9800,28.6
200812,패션잡화,패브릭잡화,목도리(머플러),198,1968000,1790400,-9.9
200813,바지류,바지,다이마루바지,9153,225002684,254797400,11.7
200813,바지류,바지,마바지,61,183000,945800,80.7
200813,바지류,바지,반바지,5236,118447200,116998800,-1.2
200813,바지류,바지,변형바지,5594,244331700,279888800,12.7
200813,바지류,청바지,청바지,13408,553530422,746098400,25.8
200813,셔츠류,남방,나시,74,810000,1621200,50.0
200813,셔츠류,남방,무지 셔츠,234,2456700,5617200,56.3
200813,셔츠류,남방,변형 셔츠,4481,168593909,173371800,2.8
200813,셔츠류,남방,스트라이프,525,7163400,15093000,52.5
200813,셔츠류,남방,체크,2194,48813906,68443200,28.7
200813,스웨터류,스웨터,기본스웨터,364,13895800,13531200,-2.7
200813,스웨터류,스웨터,풀오버스웨터,1081,41020209,47615800,13.9
200813,스웨터류,스웨터가디건,가디건,2260,84683800,106367200,20.4
200813,스포츠웨어류,수영복,수영복,16,319000,716800,55.5
200813,신발,슬리퍼,슬리퍼(신발류),12,60000,189600,68.4
200813,신발,캔버스화,운동화,108,1635600,3898400,58.0
200813,실내복,라운지웨어,여성라운지세트,-5,-129000,-129000,0.0
200813,액세서리,액세서리 기타,"와펜,브로찌류",19,376200,376200,0.0
200813,여성언더웨어,여성런닝,여성런닝,110,330000,1408000,76.6
200813,여성언더웨어,여성팬티,삼각팬티,43,129000,335400,61.5
200813,외의류,점퍼,"가죽점퍼,무스탕",-9,-384000,-1235400,68.9
200813,외의류,점퍼,다운점퍼,-83,-1639000,-6973600,76.5
200813,외의류,점퍼,일반점퍼,4118,266462418,309143000,13.8
200813,외의류,점퍼,패딩점퍼,-110,-5122994,-10210000,49.8
200813,외의류,코트,모직코트,-3,453000,1083000,58.2
200813,치마류,스커트,다이마루스커트,809,19687004,22600200,12.9
200813,치마류,스커트,데님스커트,444,20431200,20431200,0.0
200813,치마류,스커트,스커트짧은형,888,36758612,41370400,11.1
200813,치마류,스커트,우븐스커트,126,2525464,5194800,51.4
200813,치마류,원피스,우븐나시원피스,102,9236000,6139600,-50.4
200813,치마류,원피스,원피스(니트),242,6358820,9411600,32.4
200813,티셔츠류,긴팔티셔츠,무지긴팔티,8210,78873600,102784000,23.3
200813,티셔츠류,긴팔티셔츠,변형긴팔티,11715,259014009,313797000,17.5
200813,티셔츠류,긴팔티셔츠,스트라이프긴팔티,1169,38976200,38976200,0.0
200813,티셔츠류,나시형티셔츠,민소매티,30982,340232089,473109600,28.1
200813,티셔츠류,런닝형티셔츠,무지반팔티,6810,56292000,57748000,2.5
200813,티셔츠류,런닝형티셔츠,변형반팔티,22141,320116236,430759800,25.7
200813,티셔츠류,런닝형티셔츠,전사반팔티,118885,1809090971,2161468000,16.3
200813,티셔츠류,맨투맨,맨투맨무지,-23,-207000,-455400,54.5
200813,티셔츠류,맨투맨,맨투맨변형,46124,1695099626,2035327200,16.7
200813,티셔츠류,반팔티셔츠,무지폴로티,21597,205409800,328092600,37.4
200813,티셔츠류,반팔티셔츠,변형폴로티,4748,125360300,131262400,4.5
200813,패션잡화,가방,가방,1079,26750200,26896200,0.5
200813,패션잡화,모자,모자,1321,22800200,23075800,1.2
200813,패션잡화,벨트,벨트,591,17024600,17503800,2.7
200813,패션잡화,양말,양말,1587,13607800,13607800,0.0
200813,패션잡화,"우비,우산",우산,2,14000,19600,28.6
200813,패션잡화,패브릭잡화,목도리(머플러),569,5640600,5842200,3.5
200814,바지류,바지,다이마루바지,10120,257639899,281934000,8.6
200814,바지류,바지,반바지,12573,272247205,266447400,-2.2
200814,바지류,바지,변형바지,5562,247716605,279479000,11.4
200814,바지류,청바지,청바지,10013,472735560,602717400,21.6
200814,셔츠류,남방,나시,-10,-149400,-298000,49.9
200814,셔츠류,남방,무지 셔츠,120,1350900,3000000,55.0
200814,셔츠류,남방,변형 셔츠,6817,261197300,266456600,2.0
200814,셔츠류,남방,스트라이프,569,9031900,16716200,46.0
200814,셔츠류,남방,체크,1940,41643500,60466000,31.1
200814,스웨터류,스웨터,기본스웨터,333,10930500,11945400,8.5
200814,스웨터류,스웨터,풀오버스웨터,1046,35974000,47218800,23.8
200814,스웨터류,스웨터가디건,가디건,2241,92019756,114869600,19.9
200814,스포츠웨어류,수영복,수영복,8,139600,318400,56.2
200814,신발,캔버스화,운동화,96,1179200,2860800,58.8
200814,액세서리,액세서리 기타,"와펜,브로찌류",20,396000,396000,0.0
200814,외의류,점퍼,다운점퍼,7,825000,1650000,50.0
200814,외의류,점퍼,일반점퍼,3524,237401610,267554800,11.3
200814,외의류,점퍼,패딩점퍼,-52,-2434600,-4869200,50.0
200814,외의류,코트,모직코트,-3,-405600,-1000400,59.5
200814,치마류,스커트,다이마루스커트,851,22321788,23759800,6.1
200814,치마류,스커트,데님스커트,394,17793440,17841200,0.3
200814,치마류,스커트,스커트짧은형,1773,72293869,77713400,7.0
200814,치마류,스커트,우븐스커트,76,1662400,3324800,50.0
200814,치마류,원피스,우븐나시원피스,372,16005810,19365600,17.3
200814,치마류,원피스,원피스(니트),256,6818000,10308800,33.9
200814,티셔츠류,긴팔티셔츠,무지긴팔티,6510,69116700,82428000,16.1
200814,티셔츠류,긴팔티셔츠,변형긴팔티,10868,249490842,291612400,14.4
200814,티셔츠류,긴팔티셔츠,스트라이프긴팔티,1073,35215400,35215400,0.0
200814,티셔츠류,나시형티셔츠,민소매티,31407,370368048,488555600,24.2
200814,티셔츠류,런닝형티셔츠,무지반팔티,7436,64850480,65743600,1.4
200814,티셔츠류,런닝형티셔츠,변형반팔티,20466,321641398,406099800,20.8
200814,티셔츠류,런닝형티셔츠,전사반팔티,122093,1983734753,2290672400,13.4
200814,티셔츠류,맨투맨,맨투맨변형,36482,1362660370,1621437600,16.0
200814,티셔츠류,반팔티셔츠,무지폴로티,18281,198548675,290063800,31.5
200814,티셔츠류,반팔티셔츠,변형폴로티,7838,194049672,214422400,9.5
200814,패션잡화,가방,가방,1121,27552550,27811800,0.9
200814,패션잡화,모자,모자,1284,22180352,22533200,1.6
200814,패션잡화,벨트,벨트,565,15007196,15401000,2.6
200814,패션잡화,양말,양말,1567,13290536,13510200,1.6
200814,패션잡화,"우비,우산",우산,2,14000,19600,28.6
200814,패션잡화,패브릭잡화,목도리(머플러),490,4830216,5022000,3.8
200815,바지류,바지,다이마루바지,11202,293923842,308621600,4.8
200815,바지류,바지,반바지,24273,483096317,497665400,2.9
200815,바지류,바지,변형바지,5201,233964279,260339400,10.1
200815,바지류,청바지,청바지,12028,542319452,699164400,22.4
200815,셔츠류,남방,나시,0,0,0,
200815,셔츠류,남방,무지 셔츠,115,1170000,2715000,56.9
200815,셔츠류,남방,변형 셔츠,7380,280880958,290604000,3.3
200815,셔츠류,남방,스트라이프,552,8595600,16071600,46.5
200815,셔츠류,남방,체크,2145,44596675,65451000,31.9
200815,스웨터류,스웨터,기본스웨터,218,7598000,7936400,4.3
200815,스웨터류,스웨터,풀오버스웨터,928,33511040,37944400,11.7
200815,스웨터류,스웨터가디건,가디건,877,71847068,60324600,-19.1
200815,스포츠웨어류,수영복,수영복,12,269200,657600,59.1
200815,신발,슬리퍼,슬리퍼(신발류),32,400000,569600,29.8
200815,신발,캔버스화,운동화,96,719200,1300800,44.7
200815,액세서리,액세서리 기타,"와펜,브로찌류",10,198000,198000,0.0
200815,여성언더웨어,여성팬티,삼각팬티,42,126000,327600,61.5
200815,외의류,점퍼,다운점퍼,16,704000,891200,21.0
200815,외의류,점퍼,일반점퍼,2080,127239854,148776200,14.5
200815,외의류,점퍼,패딩점퍼,23,790100,2047000,61.4
200815,외의류,코트,모직코트,2,78000,191600,59.3
200815,치마류,스커트,다이마루스커트,980,24007391,27548000,12.9
200815,치마류,스커트,데님스커트,438,19634076,19752400,0.6
200815,치마류,스커트,스커트짧은형,1923,82793736,86967400,4.8
200815,치마류,스커트,우븐스커트,106,2229400,4458800,50.0
200815,치마류,원피스,우븐나시원피스,222,12967442,13195600,1.7
200815,치마류,원피스,원피스(니트),232,6719040,9553600,29.7
200815,티셔츠류,긴팔티셔츠,무지긴팔티,7292,74163670,90025600,17.6
200815,티셔츠류,긴팔티셔츠,변형긴팔티,9431,223072146,255711800,12.8
200815,티셔츠류,긴팔티셔츠,스트라이프긴팔티,859,27781003,28028200,0.9
200815,티셔츠류,나시형티셔츠,민소매티,36134,438195949,554100200,20.9
200815,티셔츠류,런닝형티셔츠,무지반팔티,7902,69444884,70794800,1.9
200815,티셔츠류,런닝형티셔츠,변형반팔티,27604,442185779,555706200,20.4
200815,티셔츠류,런닝형티셔츠,전사반팔티,148285,2211819773,2564049000,13.7
200815,티셔츠류,맨투맨,맨투맨변형,23493,871891677,998983400,12.7
200815,티셔츠류,반팔티셔츠,무지폴로티,20893,250498150,328993400,23.9
200815,티셔츠류,반팔티셔츠,변형폴로티,12004,312818151,333713200,6.3
200815,패션잡화,가방,가방,1432,33898900,34331600,1.3
200815,패션잡화,모자,모자,1473,25482040,25729400,1.0
200815,패션잡화,벨트,벨트,593,17441788,17835400,2.2
200815,패션잡화,양말,양말,1353,12151800,12173400,0.2
200815,패션잡화,"우비,우산",우산,4,28000,39200,28.6
200815,패션잡화,패브릭잡화,목도리(머플러),568,5645320,5706400,1.1
200816,바지류,바지,다이마루바지,10432,287347262,296871600,3.2
200816,바지류,바지,반바지,27537,608203492,622796600,2.3
200816,바지류,바지,변형바지,5784,261298106,286617200,8.8
200816,바지류,청바지,청바지,9208,429632667,529598400,18.9
